customer_id,product_id,week_t,week_t_plus_1,proba_compra_t1,pred_binaria,rank_semana
123150,60978,2024-01-01,2024-01-08,0.9550984,1,1.0
123150,53046,2024-01-01,2024-01-08,0.924799,1,2.0
123150,44302,2024-01-01,2024-01-08,0.9219744,1,3.0
123150,53406,2024-01-01,2024-01-08,0.9219744,1,3.0
123150,30500,2024-01-01,2024-01-08,0.8595343,1,4.0
123150,51974,2024-01-08,2024-01-15,0.924799,1,1.0
123150,37644,2024-01-08,2024-01-15,0.9219744,1,2.0
123150,59396,2024-01-08,2024-01-15,0.9219744,1,2.0
123150,1370,2024-01-08,2024-01-15,0.8595343,1,3.0
123150,58504,2024-01-08,2024-01-15,0.8595343,1,3.0
123150,52918,2024-01-15,2024-01-22,0.924799,1,1.0
123150,39186,2024-01-15,2024-01-22,0.9219744,1,2.0
123150,50270,2024-01-15,2024-01-22,0.9219744,1,2.0
123150,1372,2024-01-15,2024-01-22,0.8595343,1,3.0
123150,59396,2024-01-15,2024-01-22,0.8595343,1,3.0
123150,53258,2024-01-22,2024-01-29,0.924799,1,1.0
123150,36762,2024-01-22,2024-01-29,0.9219744,1,2.0
123150,59394,2024-01-22,2024-01-29,0.9219744,1,2.0
123150,34092,2024-01-22,2024-01-29,0.8595343,1,3.0
123150,57804,2024-01-22,2024-01-29,0.8595343,1,3.0
123150,51316,2024-01-29,2024-02-05,0.924799,1,1.0
123150,33886,2024-01-29,2024-02-05,0.9219744,1,2.0
123150,58504,2024-01-29,2024-02-05,0.9219744,1,2.0
123150,124,2024-01-29,2024-02-05,0.8595343,1,3.0
123150,57522,2024-01-29,2024-02-05,0.8595343,1,3.0
123150,52620,2024-02-05,2024-02-12,0.924799,1,1.0
123150,39186,2024-02-05,2024-02-12,0.9219744,1,2.0
123150,59776,2024-02-05,2024-02-12,0.9219744,1,2.0
123150,1372,2024-02-05,2024-02-12,0.8595343,1,3.0
123150,59394,2024-02-05,2024-02-12,0.8595343,1,3.0
128334,36762,2024-01-01,2024-01-08,0.924799,1,1.0
128334,48298,2024-01-01,2024-01-08,0.85437846,1,2.0
128334,46632,2024-01-01,2024-01-08,0.8511965,1,3.0
128334,44302,2024-01-01,2024-01-08,0.8356265,1,4.0
128334,35846,2024-01-01,2024-01-08,0.82342005,1,5.0
128334,42132,2024-01-08,2024-01-15,0.9550984,1,1.0
128334,36720,2024-01-08,2024-01-15,0.924799,1,2.0
128334,44660,2024-01-08,2024-01-15,0.8595343,1,3.0
128334,45912,2024-01-08,2024-01-15,0.85437846,1,4.0
128334,44914,2024-01-08,2024-01-15,0.8511965,1,5.0
128334,44302,2024-01-15,2024-01-22,0.9550984,1,1.0
128334,36722,2024-01-15,2024-01-22,0.924799,1,2.0
