customer_id,product_id,prediccion
123150,10652,0
123150,11262,1
123150,1304,1
123150,1370,1
123150,33886,0
123150,35732,0
123150,44302,0
123150,49888,0
123150,61542,1
123150,1372,0
123150,30500,0
123150,39186,0
123150,44664,0
123150,50718,0
123150,50720,0
123150,50968,0
123150,50970,0
123150,52918,0
123150,54096,0
123150,54290,0
123150,59822,1
123150,61364,0
123150,61558,0
123150,61560,0
123150,62376,1
123150,63188,0
123150,124,0
123150,34092,0
123150,48574,0
123150,50716,0
123150,53394,0
123150,56714,0
123150,57414,0
123150,62074,0
123150,63510,0
123150,35846,0
123150,46632,0
123150,50270,0
123150,50272,0
123150,50274,0
123150,51974,0
123150,56696,0
123150,59394,0
123150,59396,0
123150,60522,0
123150,60978,0
123150,61028,0
123150,62274,0
123150,62618,0
123150,62944,0
123150,16358,0
123150,32496,0
123150,33534,0
123150,42132,0
123150,48298,0
123150,48980,0
123150,50724,0
123150,53160,0
123150,57804,0
123150,61280,0
123150,61348,0
123150,61672,0
123150,62170,0
123150,62400,0
123150,63136,0
123150,63186,0
123150,63218,0
123150,63360,0
123150,63418,0
123150,10808,0
123150,59816,0
123150,62378,0
123150,62860,0
123150,36720,0
123150,3382,0
123150,44644,0
123150,50268,0
123150,53386,0
123150,62616,0
123150,61552,0
123150,55632,0
123150,55798,0
123150,11490,0
123150,62276,0
123150,63538,0
123150,62614,0
123150,53046,0
123150,53048,0
123150,50962,0
123150,53406,0
123150,60,0
123150,51316,0
123150,63540,0
123150,36722,0
123150,36762,0
123150,63220,0
123150,59776,0
123150,54864,0
123150,37644,0
123150,53256,0
123150,57522,0
123150,61540,1
123150,44660,0
123150,53258,0
123150,55638,0
123150,58504,0
123150,44662,0
123150,44914,0
123150,52620,0
123150,56484,0
123150,48694,0
123150,45912,0
123150,1206,0
123150,10790,0
128334,10652,0
128334,11262,1
128334,1304,1
128334,1370,1
128334,33886,0
128334,35732,0
128334,44302,0
128334,49888,0
128334,61542,1
128334,1372,0
128334,30500,0
128334,39186,0
128334,44664,0
128334,50718,0
128334,50720,0
128334,50968,0
128334,50970,0
128334,52918,0
128334,54096,0
128334,54290,0
128334,59822,1
128334,61364,0
128334,61558,0
128334,61560,0
128334,62376,1
128334,63188,0
128334,124,0
128334,34092,0
128334,48574,0
128334,50716,0
128334,53394,0
128334,56714,0
128334,57414,0
128334,62074,0
128334,63510,0
128334,35846,0
128334,46632,0
128334,50270,0
128334,50272,0
128334,50274,0
128334,51974,0
128334,56696,0
128334,59394,0
128334,59396,0
128334,60522,0
128334,60978,0
128334,61028,0
128334,62274,0
128334,62618,0
128334,62944,0
128334,16358,0
128334,32496,0
128334,33534,0
128334,42132,0
128334,48298,0
128334,48980,0
128334,50724,0
128334,53160,0
128334,57804,0
128334,61280,0
128334,61348,0
128334,61672,0
128334,62170,0
128334,62400,0
128334,63136,0
128334,63186,0
128334,63218,0
128334,63360,0
128334,63418,0
128334,10808,0
128334,59816,0
128334,62378,0
128334,62860,0
128334,36720,0
128334,3382,0
128334,44644,0
128334,50268,0
128334,53386,0
128334,62616,0
128334,61552,0
128334,55632,0
128334,55798,0
128334,11490,0
128334,62276,0
128334,63538,0
128334,62614,0
128334,53046,0
128334,53048,0
128334,50962,0
128334,53406,0
128334,60,0
128334,51316,0
128334,63540,0
128334,36722,0
128334,36762,0
128334,63220,0
128334,59776,0
128334,54864,0
128334,37644,0
128334,53256,0
128334,57522,0
128334,61540,1
128334,44660,0
128334,53258,0
128334,55638,0
128334,58504,0
128334,44662,0
128334,44914,0
128334,52620,0
128334,56484,0
128334,48694,0
128334,45912,0
128334,1206,0
128334,10790,0
128469,10652,0
128469,11262,1
128469,1304,1
128469,1370,1
128469,33886,0
128469,35732,0
128469,44302,0
128469,49888,0
128469,61542,1
128469,1372,0
128469,30500,0
128469,39186,0
128469,44664,0
128469,50718,0
128469,50720,0
128469,50968,0
128469,50970,0
128469,52918,0
128469,54096,0
128469,54290,0
128469,59822,1
128469,61364,0
128469,61558,0
128469,61560,0
128469,62376,1
128469,63188,0
128469,124,0
128469,34092,0
128469,48574,0
128469,50716,0
128469,53394,0
128469,56714,0
128469,57414,0
128469,62074,0
128469,63510,0
128469,35846,0
128469,46632,0
128469,50270,0
128469,50272,0
128469,50274,0
128469,51974,0
128469,56696,0
128469,59394,0
128469,59396,0
128469,60522,0
128469,60978,0
128469,61028,0
128469,62274,0
128469,62618,0
128469,62944,0
128469,16358,0
128469,32496,0
128469,33534,0
128469,42132,0
128469,48298,0
128469,48980,0
128469,50724,0
128469,53160,0
128469,57804,0
128469,61280,0
128469,61348,0
128469,61672,0
128469,62170,0
128469,62400,0
128469,63136,0
128469,63186,0
128469,63218,0
128469,63360,0
128469,63418,0
128469,10808,0
128469,59816,0
128469,62378,0
128469,62860,0
128469,36720,0
128469,3382,0
128469,44644,0
128469,50268,0
128469,53386,0
128469,62616,0
128469,61552,0
128469,55632,0
128469,55798,0
128469,11490,0
128469,62276,0
128469,63538,0
128469,62614,0
128469,53046,0
128469,53048,0
128469,50962,0
128469,53406,0
128469,60,0
128469,51316,0
128469,63540,0
128469,36722,0
128469,36762,0
128469,63220,0
128469,59776,0
128469,54864,0
128469,37644,0
128469,53256,0
128469,57522,0
128469,61540,1
128469,44660,0
128469,53258,0
128469,55638,0
128469,58504,0
128469,44662,0
128469,44914,0
128469,52620,0
128469,56484,0
128469,48694,0
128469,45912,0
128469,1206,0
128469,10790,0
128502,10652,0
128502,11262,1
128502,1304,1
128502,1370,1
128502,33886,0
128502,35732,0
128502,44302,0
128502,49888,0
128502,61542,1
128502,1372,1
128502,30500,1
128502,39186,0
128502,44664,0
128502,50718,1
128502,50720,1
128502,50968,0
128502,50970,0
128502,52918,0
128502,54096,0
128502,54290,0
128502,59822,1
128502,61364,1
128502,61558,0
128502,61560,0
128502,62376,1
128502,63188,1
128502,124,0
128502,34092,1
128502,48574,1
128502,50716,0
128502,53394,0
128502,56714,1
128502,57414,1
128502,62074,1
128502,63510,0
128502,35846,0
128502,46632,0
128502,50270,0
128502,50272,0
128502,50274,1
128502,51974,0
128502,56696,0
128502,59394,0
128502,59396,0
128502,60522,0
128502,60978,0
128502,61028,0
128502,62274,0
128502,62618,0
128502,62944,0
128502,16358,0
128502,32496,0
128502,33534,0
128502,42132,0
128502,48298,0
128502,48980,0
128502,50724,0
128502,53160,0
128502,57804,1
128502,61280,0
128502,61348,0
128502,61672,0
128502,62170,1
128502,62400,0
128502,63136,0
128502,63186,0
128502,63218,0
128502,63360,0
128502,63418,0
128502,10808,0
128502,59816,0
128502,62378,1
128502,62860,0
128502,36720,1
128502,3382,0
128502,44644,0
128502,50268,0
128502,53386,0
128502,62616,0
128502,61552,0
128502,55632,0
128502,55798,0
128502,11490,0
128502,62276,0
128502,63538,0
128502,62614,0
128502,53046,0
128502,53048,0
128502,50962,0
128502,53406,0
128502,60,0
128502,51316,0
128502,63540,0
128502,36722,1
128502,36762,1
128502,63220,0
128502,59776,0
128502,54864,0
128502,37644,0
128502,53256,0
128502,57522,0
128502,61540,1
128502,44660,0
128502,53258,0
128502,55638,0
128502,58504,0
128502,44662,0
128502,44914,0
128502,52620,0
128502,56484,1
128502,48694,1
128502,45912,0
128502,1206,0
128502,10790,0
128526,10652,0
128526,11262,1
128526,1304,1
128526,1370,1
128526,33886,0
128526,35732,0
128526,44302,0
128526,49888,0
128526,61542,1
128526,1372,1
128526,30500,1
128526,39186,0
128526,44664,0
128526,50718,1
128526,50720,1
128526,50968,0
128526,50970,0
128526,52918,0
128526,54096,0
128526,54290,0
128526,59822,1
128526,61364,1
128526,61558,0
128526,61560,0
128526,62376,1
128526,63188,1
128526,124,1
128526,34092,1
128526,48574,1
128526,50716,0
128526,53394,0
128526,56714,1
128526,57414,1
128526,62074,0
128526,63510,0
128526,35846,1
128526,46632,0
128526,50270,0
128526,50272,0
128526,50274,1
128526,51974,0
128526,56696,0
128526,59394,0
128526,59396,0
128526,60522,0
128526,60978,0
128526,61028,0
128526,62274,0
128526,62618,0
128526,62944,0
128526,16358,1
128526,32496,0
128526,33534,0
128526,42132,0
128526,48298,0
128526,48980,0
128526,50724,0
128526,53160,0
128526,57804,1
128526,61280,0
128526,61348,0
128526,61672,0
128526,62170,1
128526,62400,0
128526,63136,0
128526,63186,0
128526,63218,0
128526,63360,0
128526,63418,0
128526,10808,0
128526,59816,0
128526,62378,1
128526,62860,0
128526,36720,1
128526,3382,0
128526,44644,0
128526,50268,0
128526,53386,0
128526,62616,0
128526,61552,1
128526,55632,0
128526,55798,0
128526,11490,0
128526,62276,0
128526,63538,0
128526,62614,0
128526,53046,0
128526,53048,0
128526,50962,0
128526,53406,0
128526,60,0
128526,51316,0
128526,63540,0
128526,36722,1
128526,36762,1
128526,63220,0
128526,59776,0
128526,54864,0
128526,37644,0
128526,53256,0
128526,57522,0
128526,61540,1
128526,44660,0
128526,53258,0
128526,55638,0
128526,58504,0
128526,44662,0
128526,44914,0
128526,52620,0
128526,56484,1
128526,48694,1
128526,45912,0
128526,1206,0
128526,10790,0
128538,10652,0
128538,11262,1
128538,1304,1
128538,1370,1
128538,33886,0
128538,35732,0
128538,44302,0
128538,49888,0
128538,61542,1
128538,1372,1
128538,30500,0
128538,39186,0
128538,44664,0
128538,50718,0
128538,50720,1
128538,50968,0
128538,50970,0
128538,52918,0
128538,54096,0
128538,54290,0
128538,59822,1
128538,61364,1
128538,61558,0
128538,61560,0
128538,62376,1
128538,63188,1
128538,124,0
128538,34092,1
128538,48574,1
128538,50716,0
128538,53394,0
128538,56714,1
128538,57414,1
128538,62074,0
128538,63510,0
128538,35846,0
128538,46632,0
128538,50270,0
128538,50272,0
128538,50274,1
128538,51974,0
128538,56696,0
128538,59394,0
128538,59396,0
128538,60522,0
128538,60978,0
128538,61028,0
128538,62274,0
128538,62618,0
128538,62944,0
128538,16358,0
128538,32496,0
128538,33534,0
128538,42132,0
128538,48298,0
128538,48980,0
128538,50724,0
128538,53160,0
128538,57804,1
128538,61280,0
128538,61348,0
128538,61672,0
128538,62170,1
128538,62400,0
128538,63136,0
128538,63186,0
128538,63218,0
128538,63360,0
128538,63418,0
128538,10808,0
128538,59816,0
128538,62378,1
128538,62860,0
128538,36720,1
128538,3382,0
128538,44644,0
128538,50268,0
128538,53386,0
128538,62616,0
128538,61552,0
128538,55632,0
128538,55798,0
128538,11490,0
128538,62276,0
128538,63538,0
128538,62614,0
128538,53046,0
128538,53048,0
128538,50962,0
128538,53406,0
128538,60,0
128538,51316,0
128538,63540,0
128538,36722,1
128538,36762,1
128538,63220,0
128538,59776,0
128538,54864,0
128538,37644,0
128538,53256,0
128538,57522,0
128538,61540,1
128538,44660,0
128538,53258,0
128538,55638,0
128538,58504,0
128538,44662,0
128538,44914,0
128538,52620,0
128538,56484,0
128538,48694,1
128538,45912,0
128538,1206,0
128538,10790,0
128604,10652,0
128604,11262,1
128604,1304,1
128604,1370,1
128604,33886,0
128604,35732,0
128604,44302,0
128604,49888,0
128604,61542,1
128604,1372,0
128604,30500,0
128604,39186,0
128604,44664,0
128604,50718,0
128604,50720,0
128604,50968,0
128604,50970,0
128604,52918,0
128604,54096,0
128604,54290,0
128604,59822,1
128604,61364,0
128604,61558,0
128604,61560,0
128604,62376,1
128604,63188,0
128604,124,0
128604,34092,0
128604,48574,0
128604,50716,0
128604,53394,0
128604,56714,0
128604,57414,0
128604,62074,0
128604,63510,0
128604,35846,0
128604,46632,0
128604,50270,0
128604,50272,0
128604,50274,0
128604,51974,0
128604,56696,0
128604,59394,0
128604,59396,0
128604,60522,0
128604,60978,0
128604,61028,0
128604,62274,0
128604,62618,0
128604,62944,0
128604,16358,0
128604,32496,0
128604,33534,0
128604,42132,0
128604,48298,0
128604,48980,0
128604,50724,0
128604,53160,0
128604,57804,0
128604,61280,0
128604,61348,0
128604,61672,0
128604,62170,0
128604,62400,0
128604,63136,0
128604,63186,0
128604,63218,0
128604,63360,0
128604,63418,0
128604,10808,0
128604,59816,0
128604,62378,0
128604,62860,0
128604,36720,0
128604,3382,0
128604,44644,0
128604,50268,0
128604,53386,0
128604,62616,0
128604,61552,0
128604,55632,0
128604,55798,0
128604,11490,0
128604,62276,0
128604,63538,0
128604,62614,0
128604,53046,0
128604,53048,0
128604,50962,0
128604,53406,0
128604,60,0
128604,51316,0
128604,63540,0
128604,36722,0
128604,36762,0
128604,63220,0
128604,59776,0
128604,54864,0
128604,37644,0
128604,53256,0
128604,57522,0
128604,61540,1
128604,44660,0
128604,53258,0
128604,55638,0
128604,58504,0
128604,44662,0
128604,44914,0
128604,52620,0
128604,56484,0
128604,48694,0
128604,45912,0
128604,1206,0
128604,10790,0
128685,10652,0
128685,11262,0
128685,1304,0
128685,1370,0
128685,33886,0
128685,35732,0
128685,44302,0
128685,49888,0
128685,61542,0
128685,1372,0
128685,30500,0
128685,39186,0
128685,44664,0
128685,50718,0
128685,50720,0
128685,50968,0
128685,50970,0
128685,52918,0
128685,54096,0
128685,54290,0
128685,59822,0
128685,61364,0
128685,61558,0
128685,61560,0
128685,62376,0
128685,63188,0
128685,124,0
128685,34092,0
128685,48574,0
128685,50716,0
128685,53394,0
128685,56714,0
128685,57414,0
128685,62074,0
128685,63510,0
128685,35846,0
128685,46632,0
128685,50270,0
128685,50272,0
128685,50274,0
128685,51974,0
128685,56696,0
128685,59394,0
128685,59396,0
128685,60522,0
128685,60978,0
128685,61028,0
128685,62274,0
128685,62618,0
128685,62944,0
128685,16358,0
128685,32496,0
128685,33534,0
128685,42132,0
128685,48298,0
128685,48980,0
128685,50724,0
128685,53160,0
128685,57804,0
128685,61280,0
128685,61348,0
128685,61672,0
128685,62170,0
128685,62400,0
128685,63136,0
128685,63186,0
128685,63218,0
128685,63360,0
128685,63418,0
128685,10808,0
128685,59816,0
128685,62378,0
128685,62860,0
128685,36720,0
128685,3382,0
128685,44644,0
128685,50268,0
128685,53386,0
128685,62616,0
128685,61552,0
128685,55632,0
128685,55798,0
128685,11490,0
128685,62276,0
128685,63538,0
128685,62614,0
128685,53046,0
128685,53048,0
128685,50962,0
128685,53406,0
128685,60,0
128685,51316,0
128685,63540,0
128685,36722,0
