customer_id,product_id,prediccion
123150,11262,1
123150,1304,1
123150,1370,1
123150,61542,1
123150,59822,1
123150,62376,1
123150,61540,1
128334,11262,1
128334,1304,1
128334,1370,1
128334,61542,1
128334,59822,1
128334,62376,1
128334,34092,1
128334,56714,1
128334,61540,1
128469,11262,1
128469,1304,1
128469,1370,1
128469,61542,1
128469,59822,1
128469,62376,1
128469,34092,1
128469,56714,1
128469,61540,1
128502,11262,1
128502,1304,1
128502,1370,1
128502,61542,1
128502,30500,1
128502,50718,1
128502,59822,1
128502,62376,1
128502,34092,1
128502,56714,1
128502,61540,1
128502,56484,1
128526,11262,1
128526,1304,1
128526,1370,1
128526,61542,1
128526,59822,1
128526,62376,1
128526,34092,1
128526,56714,1
128526,61540,1
128538,34092,1
128538,56714,1
128604,11262,1
128604,1304,1
128604,1370,1
128604,61542,1
128604,59822,1
128604,62376,1
128604,34092,1
128604,56714,1
128604,61540,1
128685,11262,1
128685,1304,1
128685,1370,1
128685,61542,1
128685,59822,1
128685,62376,1
128685,34092,1
128685,56714,1
128685,61540,1
128763,11262,1
128763,1304,1
128763,1370,1
128763,61542,1
128763,59822,1
128763,62376,1
128763,34092,1
128763,56714,1
128763,61540,1
128901,11262,1
128901,1304,1
128901,1370,1
128901,61542,1
128901,59822,1
128901,62376,1
128901,34092,1
128901,56714,1
128901,61540,1
129081,11262,1
129081,1304,1
129081,1370,1
129081,61542,1
129081,59822,1
129081,62376,1
129081,34092,1
129081,56714,1
129081,61540,1
129135,11262,1
129135,1304,1
129135,1370,1
129135,61542,1
129135,59822,1
129135,62376,1
129135,61540,1
129153,11262,1
129153,1304,1
129153,1370,1
129153,61542,1
129153,59822,1
129153,62376,1
129153,34092,1
129153,56714,1
129153,61540,1
129264,11262,1
129264,1304,1
129264,1370,1
129264,61542,1
129264,59822,1
129264,62376,1
129264,61540,1
139272,11262,1
139272,1304,1
139272,61542,1
139272,59822,1
139272,34092,1
139272,56714,1
139272,61540,1
140277,11262,1
140277,1370,1
140277,62376,1
140277,61540,1
148782,11262,1
148782,1304,1
148782,61542,1
148782,59822,1
148782,34092,1
148782,56714,1
148782,61540,1
149634,11262,1
149634,1304,1
149634,1370,1
149634,61542,1
149634,59822,1
149634,62376,1
149634,61540,1
153024,11262,1
153024,1304,1
153024,1370,1
153024,61542,1
153024,59822,1
153024,62376,1
153024,61540,1
153048,11262,1
153048,1304,1
153048,1370,1
153048,61542,1
153048,59822,1
153048,62376,1
153048,34092,1
153048,56714,1
153048,61540,1
153072,11262,1
153072,1304,1
153072,1370,1
153072,61542,1
153072,59822,1
153072,62376,1
153072,34092,1
153072,56714,1
153072,61540,1
153084,11262,1
153084,1304,1
153084,1370,1
153084,61542,1
153084,59822,1
153084,62376,1
153084,61540,1
153138,11262,1
153138,1304,1
153138,1370,1
153138,61542,1
153138,59822,1
153138,62376,1
153138,34092,1
153138,56714,1
