customer_id,product_id,week_t,week_t_plus_1,proba_compra_t1,pred_binaria,rank_semana
123150,60978,2024-01-01,2024-01-08,0.97686243,1,1.0
123150,16358,2024-01-01,2024-01-08,0.9153543,1,2.0
123150,30500,2024-01-01,2024-01-08,0.9153543,1,2.0
123150,10808,2024-01-01,2024-01-08,0.8483321,1,3.0
123150,36720,2024-01-01,2024-01-08,0.8483321,1,3.0
123150,60978,2024-01-08,2024-01-15,0.97686243,1,1.0
123150,16358,2024-01-08,2024-01-15,0.9153543,1,2.0
123150,30500,2024-01-08,2024-01-15,0.9153543,1,2.0
123150,10790,2024-01-08,2024-01-15,0.8483321,1,3.0
123150,36720,2024-01-08,2024-01-15,0.8483321,1,3.0
123150,30500,2024-01-15,2024-01-22,0.9153543,1,1.0
123150,32496,2024-01-15,2024-01-22,0.9153543,1,1.0
123150,10808,2024-01-15,2024-01-22,0.8483321,1,2.0
123150,36720,2024-01-15,2024-01-22,0.8483321,1,2.0
123150,44302,2024-01-15,2024-01-22,0.8483321,1,2.0
123150,61028,2024-01-22,2024-01-29,0.97686243,1,1.0
123150,1370,2024-01-22,2024-01-29,0.9153543,1,2.0
123150,30500,2024-01-22,2024-01-29,0.9153543,1,2.0
123150,10808,2024-01-22,2024-01-29,0.8483321,1,3.0
123150,35732,2024-01-22,2024-01-29,0.8483321,1,3.0
123150,60978,2024-01-29,2024-02-05,0.97686243,1,1.0
123150,16358,2024-01-29,2024-02-05,0.9153543,1,2.0
123150,30500,2024-01-29,2024-02-05,0.9153543,1,2.0
123150,10790,2024-01-29,2024-02-05,0.8483321,1,3.0
123150,36720,2024-01-29,2024-02-05,0.8483321,1,3.0
123150,61028,2024-02-05,2024-02-12,0.97686243,1,1.0
123150,1370,2024-02-05,2024-02-12,0.9153543,1,2.0
123150,30500,2024-02-05,2024-02-12,0.9153543,1,2.0
123150,10808,2024-02-05,2024-02-12,0.8483321,1,3.0
123150,35732,2024-02-05,2024-02-12,0.8483321,1,3.0
123150,30500,2024-02-12,2024-02-19,0.9153543,1,1.0
123150,32496,2024-02-12,2024-02-19,0.9153543,1,1.0
123150,11262,2024-02-12,2024-02-19,0.8483321,1,2.0
123150,33886,2024-02-12,2024-02-19,0.8483321,1,2.0
123150,35732,2024-02-12,2024-02-19,0.8483321,1,2.0
128334,62400,2024-01-01,2024-01-08,0.93372524,1,1.0
128334,63538,2024-01-01,2024-01-08,0.90729165,1,2.0
128334,33886,2024-01-01,2024-01-08,0.8483321,1,3.0
128334,34092,2024-01-01,2024-01-08,0.8483321,1,3.0
128334,50968,2024-01-01,2024-01-08,0.8483321,1,3.0
128334,62614,2024-01-08,2024-01-15,0.93372524,1,1.0
128334,63540,2024-01-08,2024-01-15,0.90729165,1,2.0
128334,34092,2024-01-08,2024-01-15,0.8483321,1,3.0
128334,35732,2024-01-08,2024-01-15,0.8483321,1,3.0
128334,50970,2024-01-08,2024-01-15,0.8483321,1,3.0
128334,1304,2024-01-15,2024-01-22,0.97686243,1,1.0
128334,62616,2024-01-15,2024-01-22,0.93372524,1,2.0
128334,63538,2024-01-15,2024-01-22,0.93372524,1,2.0
128334,35732,2024-01-15,2024-01-22,0.8483321,1,3.0
128334,35846,2024-01-15,2024-01-22,0.8483321,1,3.0
128334,62614,2024-01-22,2024-01-29,0.93372524,1,1.0
128334,63540,2024-01-22,2024-01-29,0.90729165,1,2.0
128334,34092,2024-01-22,2024-01-29,0.8483321,1,3.0
128334,35732,2024-01-22,2024-01-29,0.8483321,1,3.0
128334,50970,2024-01-22,2024-01-29,0.8483321,1,3.0
128334,62614,2024-01-29,2024-02-05,0.93372524,1,1.0
128334,63540,2024-01-29,2024-02-05,0.90729165,1,2.0
128334,34092,2024-01-29,2024-02-05,0.8483321,1,3.0
128334,35732,2024-01-29,2024-02-05,0.8483321,1,3.0
128334,50970,2024-01-29,2024-02-05,0.8483321,1,3.0
128334,62614,2024-02-05,2024-02-12,0.93372524,1,1.0
128334,63540,2024-02-05,2024-02-12,0.90729165,1,2.0
128334,34092,2024-02-05,2024-02-12,0.8483321,1,3.0
128334,35732,2024-02-05,2024-02-12,0.8483321,1,3.0
128334,50970,2024-02-05,2024-02-12,0.8483321,1,3.0
128334,44662,2024-02-12,2024-02-19,0.97686243,1,1.0
128334,62616,2024-02-12,2024-02-19,0.93372524,1,2.0
128334,63538,2024-02-12,2024-02-19,0.93372524,1,2.0
128334,35732,2024-02-12,2024-02-19,0.8483321,1,3.0
128334,35846,2024-02-12,2024-02-19,0.8483321,1,3.0
128469,62944,2024-01-01,2024-01-08,0.97686243,1,1.0
128469,1370,2024-01-01,2024-01-08,0.93372524,1,2.0
128469,34092,2024-01-01,2024-01-08,0.93372524,1,2.0
128469,54290,2024-01-01,2024-01-08,0.93372524,1,2.0
128469,54864,2024-01-01,2024-01-08,0.93372524,1,2.0
128469,63136,2024-01-08,2024-01-15,0.93622124,1,1.0
128469,1372,2024-01-08,2024-01-15,0.93372524,1,2.0
128469,35732,2024-01-08,2024-01-15,0.93372524,1,2.0
128469,54864,2024-01-08,2024-01-15,0.93372524,1,2.0
128469,55632,2024-01-08,2024-01-15,0.93372524,1,2.0
128469,62860,2024-01-15,2024-01-22,0.97686243,1,1.0
128469,16358,2024-01-15,2024-01-22,0.93372524,1,2.0
128469,55632,2024-01-15,2024-01-22,0.93372524,1,2.0
128469,55638,2024-01-15,2024-01-22,0.93372524,1,2.0
128469,36762,2024-01-15,2024-01-22,0.9153543,1,3.0
128469,62944,2024-01-22,2024-01-29,0.93622124,1,1.0
128469,1372,2024-01-22,2024-01-29,0.93372524,1,2.0
128469,35732,2024-01-22,2024-01-29,0.93372524,1,2.0
128469,54864,2024-01-22,2024-01-29,0.93372524,1,2.0
128469,55632,2024-01-22,2024-01-29,0.93372524,1,2.0
128469,63136,2024-01-29,2024-02-05,0.93622124,1,1.0
128469,1372,2024-01-29,2024-02-05,0.93372524,1,2.0
128469,35732,2024-01-29,2024-02-05,0.93372524,1,2.0
128469,54864,2024-01-29,2024-02-05,0.93372524,1,2.0
128469,55632,2024-01-29,2024-02-05,0.93372524,1,2.0
128469,62944,2024-02-05,2024-02-12,0.93622124,1,1.0
128469,1372,2024-02-05,2024-02-12,0.93372524,1,2.0
128469,35732,2024-02-05,2024-02-12,0.93372524,1,2.0
128469,54864,2024-02-05,2024-02-12,0.93372524,1,2.0
128469,55632,2024-02-05,2024-02-12,0.93372524,1,2.0
128469,62618,2024-02-12,2024-02-19,0.97686243,1,1.0
128469,16358,2024-02-12,2024-02-19,0.93372524,1,2.0
128469,55632,2024-02-12,2024-02-19,0.93372524,1,2.0
128469,55638,2024-02-12,2024-02-19,0.93372524,1,2.0
128469,36762,2024-02-12,2024-02-19,0.9153543,1,3.0
128502,1370,2024-01-01,2024-01-08,0.5060438,0,1.0
128502,53406,2024-01-01,2024-01-08,0.49121624,0,2.0
128502,54096,2024-01-01,2024-01-08,0.49121624,0,2.0
128502,56714,2024-01-01,2024-01-08,0.49121624,0,2.0
128502,57522,2024-01-01,2024-01-08,0.18742739,0,3.0
128502,51316,2024-01-08,2024-01-15,0.49121624,0,1.0
128502,54864,2024-01-08,2024-01-15,0.49121624,0,1.0
128502,55632,2024-01-08,2024-01-15,0.49121624,0,1.0
128502,51974,2024-01-08,2024-01-15,0.18742739,0,2.0
128502,52620,2024-01-08,2024-01-15,0.17535555,0,3.0
128502,46632,2024-01-15,2024-01-22,0.49121624,0,1.0
128502,55632,2024-01-15,2024-01-22,0.49121624,0,1.0
128502,55638,2024-01-15,2024-01-22,0.49121624,0,1.0
128502,30500,2024-01-15,2024-01-22,0.18742739,0,2.0
128502,1304,2024-01-15,2024-01-22,0.17535555,0,3.0
128502,62274,2024-01-22,2024-01-29,0.7529503,0,1.0
