customer_id,product_id,week_t,week_t_plus_1,proba_compra_t1,pred_binaria,rank_semana
123150,16358,2024-01-01,2024-01-08,0.8402012,1,1.0
123150,36720,2024-01-01,2024-01-08,0.8195385,1,2.0
123150,42132,2024-01-01,2024-01-08,0.8195385,1,2.0
123150,44660,2024-01-01,2024-01-08,0.8195385,1,2.0
123150,63220,2024-01-01,2024-01-08,0.8195385,1,2.0
123150,34092,2024-01-08,2024-01-15,0.8402012,1,1.0
123150,37644,2024-01-08,2024-01-15,0.8195385,1,2.0
123150,44302,2024-01-08,2024-01-15,0.8195385,1,2.0
123150,48694,2024-01-08,2024-01-15,0.8195385,1,2.0
123150,63188,2024-01-08,2024-01-15,0.8195385,1,2.0
123150,1372,2024-01-15,2024-01-22,0.8402012,1,1.0
123150,39186,2024-01-15,2024-01-22,0.8195385,1,2.0
123150,44644,2024-01-15,2024-01-22,0.8195385,1,2.0
123150,48980,2024-01-15,2024-01-22,0.8195385,1,2.0
123150,61280,2024-01-15,2024-01-22,0.8195385,1,2.0
123150,1372,2024-01-22,2024-01-29,0.8402012,1,1.0
123150,39186,2024-01-22,2024-01-29,0.8195385,1,2.0
123150,44644,2024-01-22,2024-01-29,0.8195385,1,2.0
123150,48980,2024-01-22,2024-01-29,0.8195385,1,2.0
123150,61280,2024-01-22,2024-01-29,0.8195385,1,2.0
123150,1372,2024-01-29,2024-02-05,0.8402012,1,1.0
123150,39186,2024-01-29,2024-02-05,0.8195385,1,2.0
123150,44644,2024-01-29,2024-02-05,0.8195385,1,2.0
123150,48980,2024-01-29,2024-02-05,0.8195385,1,2.0
123150,61280,2024-01-29,2024-02-05,0.8195385,1,2.0
123150,1372,2024-02-05,2024-02-12,0.8402012,1,1.0
123150,39186,2024-02-05,2024-02-12,0.8195385,1,2.0
123150,44644,2024-02-05,2024-02-12,0.8195385,1,2.0
123150,48980,2024-02-05,2024-02-12,0.8195385,1,2.0
123150,61280,2024-02-05,2024-02-12,0.8195385,1,2.0
123150,1372,2024-02-12,2024-02-19,0.8402012,1,1.0
123150,39186,2024-02-12,2024-02-19,0.8195385,1,2.0
123150,44644,2024-02-12,2024-02-19,0.8195385,1,2.0
123150,48980,2024-02-12,2024-02-19,0.8195385,1,2.0
123150,61280,2024-02-12,2024-02-19,0.8195385,1,2.0
123150,1372,2024-02-19,2024-02-26,0.8402012,1,1.0
123150,39186,2024-02-19,2024-02-26,0.8195385,1,2.0
123150,44644,2024-02-19,2024-02-26,0.8195385,1,2.0
